id,work,text_type,excluded?,repo_id,shelfmark,notes,citation,support,length,numbered_by,,,blank,binding,fragment?,,,dating,cent_begin,cent_end,year_begin,year_end,origin_country,origin_place,provenance,intials,timestamp,,,lk_entry,sm_alpha_part,sm_num_part,sm_suffix,sm_joined,lk_pages,references,locale_opinions
1970,Temp.rat.,,,129,631 (IV C 4) (125),,"Prague, Charles University Library, 631 (IV C 4) (125)",,,,,,,,,15,91,s. xv,15,15,1401,1500,,,,,7/24/2012 18:50:45,1,0,"Prague, Charles University Library, 631 (IV C 4) (125) (s. xv).",,631,(IV C 4) (125),631 (IV C 4) (125),150,,
1971,Temp.rat.,,,231,E 26 (75),,"Rome, Biblioteca Vallicelliana, E 26 (75)",,,,,,,,,9,22,s. ix1,9,9,801,850,,,,,7/20/2012 14:35:03,1,0,"Rome, Biblioteca Vallicelliana, E 26 (75) (s. ix1).",E 26,-75,,E 26 (75),150,,Lyon
1972,Temp.rat.,,,93,524 (76),,"Rouen, Bibliothèque municipale, 524 (76)",,,,,,,,,9,22,s. ix1,9,9,801,850,,,,,7/20/2012 14:13:27,1,0,"Rouen, Bibliothèque municipale, 524 (76) (s. ix1).",,524,(76),524 (76),150,"Bischoff, Kat., [vol. 3].",Fécamp
1977,Temp.rat.,,,95,459 (80),,"St. Gall, Stiftsbibliothek, 459 (80)",,,,,,,,,10,34,s. x1,10,10,901,950,,,,,7/20/2012 14:13:28,1,0,"St. Gall, Stiftsbibliothek, 459 (80) (s. x1).",,459,(80),459 (80),150,,St Gall
1978,Temp.rat.,,,211,158 (81),,"Salisbury, Cathedral Library, 158 (81)",,,,,,,,,9,22,s. ix1,9,9,801,850,,,,,7/20/2012 14:13:27,1,0,"Salisbury, Cathedral Library, 158 (81) (s. ix1).",,158,(81),158 (81),150,"Bischoff, Kat., [vol. 3].",
1981,Temp.rat.,,,130,HB XI Patres 30 (83),,"Stuttgart, Württembergische Landesbibliothek, HB XI Patres 30 (83)",,,,,,,,,10,31,s. x,10,10,901,1000,,,,,7/24/2012 18:50:14,1,0,"Stuttgart, Württembergische Landesbibliothek, HB XI Patres 30 (83) (s. x).",HB XI Patres,30,(83) ,HB XI Patres 30 (83),150,,Weingarten
1984,Temp.rat.,,,185,1071 (86),"Cat. Gen. 2 (1855), p. 444 dates the MS s. x, but the inclusion in the forthcoming volume 3 of Bischoff’s Kat. suggests that it must be earlier.  This earlier dating estimate is confirmed by examination of the online microfilm-scans.","Troyes, Bibliothèque municipale, 1071 (86)",parchment,61,folios,1,,,,,10,19,s. ix,9,9,801,900,,,,,7/20/2012 14:13:28,1,0,"Troyes, Bibliothèque municipale, 1071 (86) (s. ix).",,1071,(86),1071 (86),150,"Bischoff, Kat., [vol. 3]. | CG (OS) 2 [Troyes], 444.",
1985,Temp.rat.,,,108,240 (127),,"Valencia, Archivo Biblioteca Catedralicio, 240 (127)",,,,,,,,,14,79,s. xiv,14,14,1301,1400,,,,,7/20/2012 14:13:28,1,0,"Valencia, Archivo Biblioteca Catedralicio, 240 (127) (s. xiv).",,240,(127),240 (127),151,,
1988,Temp.rat.,,,109,Ottob. lat. 67 (89),,"Vatican City, Vatican Library, Ottob. lat. 67 (89)",,,folios,,,,,,10,31,s. x,10,10,901,1000,,,,,7/21/2012 9:54:10,1,0,"Vatican City, Vatican Library, Ottob. lat. 67 (89) (s. x).",Ottob. lat.,67,(89),Ottob. lat. 67 (89),151,"Bischoff, Kat., [vol. 3].",
1997,Temp.rat.,,,109,Urbin. 290 (97),,"Vatican City, Vatican Library, Urbin. 290 (97)",,,,,,,,,11,43,s. xi,11,11,1001,1100,,,,,7/20/2012 14:35:03,1,0,"Vatican City, Vatican Library, Urbin. 290 (97) (s. xi).",Urbin. 290,-97,,Urbin. 290 (97),151,,
1998,Temp.rat.,,,109,Urbin. 382 (129),,"Vatican City, Vatican Library, Urbin. 382 (129)",,,,,,,,,15,91,s. xv,15,15,1401,1500,,,,,7/20/2012 14:35:03,1,0,"Vatican City, Vatican Library, Urbin. 382 (129) (s. xv).",Urbin. 382,-129,,Urbin. 382 (129),151,,
2003,Temp.rat.,,,204,C III 56 (130),,"Vercelli, Biblioteca Capitolare, C III 56 (130)",,,,,,,,,1011,42,s. x-xi,10,11,976,1025,,,,,7/21/2012 9:54:27,1,0,"Vercelli, Biblioteca Capitolare, C III 56 (130) (s. x-xi).",C III,56,(130),C III 56 (130),151,,
2006,Temp.rat.,,,94,lat. 15928,,"Vienna, Österreichische Nationalbibliothek, lat. 15928",,,,,,,,,9,19,s. ix,9,9,801,900,,,,,7/20/2012 14:13:29,1,0,"Vienna, Österreichische Nationalbibliothek, lat. 15928 (s. ix).",lat.,15928,,lat. 15928,151,,
2007,Temp.rat.,,,99,Gud. lat. 2° 127 (102),,"Wolfenbüttel, Herzog-August-Bibliothek, Gud. lat. 2° 127 (102)",,,,,,,,,11,51,s. xi (2),11,11,1051,1100,,,,,7/24/2012 18:49:28,1,0,"Wolfenbüttel, Herzog-August-Bibliothek, Gud. lat. 2° 127 (102) (s. xi2).",Gud. lat. 2°,127,(102),Gud. lat. 2° 127 (102),151,,
2008,Temp.rat.,,,101,Theol. fol. 46 (103),,"Würzburg, Universitätsbibliothek, Theol. fol. 46 (103)",,,,,,,,,8,18,s. viii-ix,8,9,792,807,Austria,Salzburg,,,7/21/2012 10:08:13,1,0,"Würzburg, Universitätsbibliothek, Theol. fol. 46 (103) (s. viii-ix, Salzburg).",Theol. fol.,46,(103),Theol. fol. 46 (103),151,,Austria; Salzburg; Salzburg
2011,Chron.mai.,,,19,A. II. 53,,"Bamberg, Staatsbibliothek, A. II. 53",,fols. 162-176,,,,,,,10,31,s. x,10,10,901,1000,,,,,7/20/2012 14:35:03,1,0,"Bamberg, Staatsbibliothek, A. II. 53 (s. x).",A. II.,53,,A. II. 53,151,,Chapter library
2012,Chron.mai.,,,19,E. III. 18,,"Bamberg, Staatsbibliothek, E. III. 18",,,,,,,,,11,46,s. xi1,11,11,1001,1050,,,,,7/25/2012 16:14:27,1,0,"Bamberg, Staatsbibliothek, E. III. 18 (s. xi1).",E. III.,18,,E. III. 18,151,,
2013,Chron.mai.,,,25,Phillipps 1895 (Rose 132),,"Berlin, Staatsbibliothek Preußischer Kulturbesitz, Phillipps 1895 (Rose 132)",parchment,53,,,27,,,,10,28,s. ix3/3,9,9,867,900,France,Saint-Amand-les-Eaux,Abbey of Saint-Amand,,7/21/2012 9:50:33,1,0,"Berlin, Staatsbibliothek Preußischer Kulturbesitz, Phillipps 1895 (Rose 132) (s. ix3/3, Saint-Amand-les-Eaux).",Phillipps,1895,(Rose 132),Phillipps 1895 (Rose 132),151,"Bischoff, Kat., no. 443.",France; Saint-Amand-les-Eaux; Abbey of Saint-Amand; Metz
2014,Chron.mai.,,,25,Phillipps 1896 (Rose 137),,"Berlin, Staatsbibliothek Preußischer Kulturbesitz, Phillipps 1896 (Rose 137)",,,,,,,,,89,18,s. viii-ix,8,9,776,825,,,,,7/21/2012 9:50:55,1,0,"Berlin, Staatsbibliothek Preußischer Kulturbesitz, Phillipps 1896 (Rose 137) (s. viii-ix).",Phillipps,1896,(Rose 137),Phillipps 1896 (Rose 137),151,,Verona; Metz
2015,Chron.mai.,,,26,83,,"Bern, Burgerbibliothek, 83",,fols. 77v-85v,,,,,,,10,31,s. x,10,10,901,1000,,,,,7/20/2012 12:10:49,1,0,"Bern, Burgerbibliothek, 83 (s. x).",,83,,83,151,,Reims
2016,Chron.mai.,,,30,B II 10,,"Bologna, Biblioteca comunale dell’ Archiginnasio, B II 10",,,,,,,,,14,79,s. xiv,14,14,1301,1400,,,,,7/20/2012 14:35:03,1,0,"Bologna, Biblioteca comunale dell’ Archiginnasio, B II 10 (s. xiv).",B II,10,,B II 10,151,,
2017,Chron.mai.,,,29,1306,,"Bologna, Biblioteca Universitaria, 1306",,fols. 27v-50,,,,,,,15,91,s. xv,15,15,1401,1500,,,,,7/20/2012 12:10:49,1,0,"Bologna, Biblioteca Universitaria, 1306 (s. xv).",,1306,,1306,152,,
2018,Chron.mai.,,,35,1791-94,,"Brussels, Bibliothèque royale de Belgique, 1791-94",,,,,,,,,10,31,s. x,10,10,901,1000,,,,,7/24/2012 14:23:36,1,0,"Brussels, Bibliothèque royale de Belgique, 1791-94 (s. x).",,179194,,1791-94,152,,
2019,Chron.mai.,,,35,1360 (9706-25),,"Brussels, Bibliothèque royale de Belgique, 1360 (9706-25)",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 14:26:52,1,0,"Brussels, Bibliothèque royale de Belgique, 1360 (9706-25) (s. xii).",,1360,(9706-25),1360 (9706-25),152,,"St Laurent, Liège"
2020,Chron.mai.,,,35,3108 (6439-51),,"Brussels, Bibliothèque royale de Belgique, 3108 (6439-51)",,,,,,,,,10,31,s. x,10,10,901,1000,,,,,7/20/2012 14:33:17,1,0,"Brussels, Bibliothèque royale de Belgique, 3108 (6439-51) (s. x).",,3108,(6439-51),3108 (6439-51),152,,Bruges
2022,Chron.mai.,,,157,146,,"Darmstadt, Universitäts- und Landesbibliothek, 146",,,,,,,,,15,91,s. xv,15,15,1401,1500,,,,,7/20/2012 12:10:49,1,0,"Darmstadt, Universitäts- und Landesbibliothek, 146 (s. xv).",,146,,146,152,,
2023,Chron.mai.,,,133,Dep. Erf. CA. 4° 79,,"Erfurt, Universitäts- und Forschungsbibliothek Erfurt/Gotha, Dep. Erf. CA. 4° 79",,fols. 200-202v,,,,,,,14,79,s. xiv,14,14,1301,1400,,,,,7/25/2012 13:59,1,0,"Erfurt, Universitäts- und Forschungsbibliothek Erfurt/Gotha, Dep. Erf. CA. 4° 79 (s. xiv).",Dep. Erf. CA. 4°,79,,Dep. Erf. CA. 4° 79,152,,
2024,Chron.mai.,,,56,XX 54,,"Florence, Biblioteca Medicea Laurenziana, XX 54",,,,,,,,,11,53,s. xi (ex),11,11,1076,1100,,,,,7/20/2012 14:13:19,1,0,"Florence, Biblioteca Medicea Laurenziana, XX 54 (s. xiex).",XX,54,,XX 54,152,,
2025,Chron.mai.,,,56,XXII 12 dext,,"Florence, Biblioteca Medicea Laurenziana, XXII 12 dext",,,,,,,,,13,67,s. xiii,13,13,1201,1300,,,,,7/24/2012 14:23:36,1,0,"Florence, Biblioteca Medicea Laurenziana, XXII 12 dext (s. xiii).",,12,,XXII 12 dext,152,,
2026,Chron.mai.,,,56,Marucell. A 251,,"Florence, Biblioteca Medicea Laurenziana, Marucell. A 251",,,,,,,,,10,31,s. x,10,10,901,1000,,,,,7/20/2012 14:35:03,1,0,"Florence, Biblioteca Medicea Laurenziana, Marucell. A 251 (s. x).",Marucell. A,251,,Marucell. A 251,152,,
2027,Chron.mai.,,,10,Add. 19906,,"London, British Library, Add. 19906",,,,,,,,,14,79,s. xiv,14,14,1301,1400,,,,,7/20/2012 14:13:21,1,0,"London, British Library, Add. 19906 (s. xiv).",Add.,19906,,Add. 19906,152,,
2029,Chron.mai.,,,10,Cotton Julius A. ii,,"London, British Library, Cotton Julius A. 0",,,,,,,,,11,43,s. xi,11,11,1001,1100,,,,,7/25/2012 14:09:07,1,0,"London, British Library, Cotton Julius A. 0 (s. xi).",Cotton Julius A.,0,,Cotton Julius A. 0,152,,
2030,Chron.mai.,,,10,Cotton Vespasian A. xxii,,"London, British Library, Cotton Vespasian A. 0",,,,,,,,,13,68,s. xiii (in),13,13,1201,1225,,,,,7/25/2012 14:09:07,1,0,"London, British Library, Cotton Vespasian A. 0 (s. xiiiin).",Cotton Vespasian A.,0,,Cotton Vespasian A. 0,152,,Rochester
2031,Chron.mai.,,,10,Harley 3668,,"London, British Library, Harley 3668",,,,,,,,,15,101,s. xv (ex),15,15,1476,1500,,,,,7/20/2012 14:07:33,1,0,"London, British Library, Harley 3668 (s. xvex).",Harley,3668,,Harley 3668,152,,
2032,Chron.mai.,,,10,Harley 4123,,"London, British Library, Harley 4123",,,,,,,,,14,79,s. xiv,14,14,1301,1400,,,,,7/20/2012 14:07:33,1,0,"London, British Library, Harley 4123 (s. xiv).",Harley,4123,,Harley 4123,152,,
2033,Chron.mai.,,,10,Harley 6503,,"London, British Library, Harley 6503",,,,,,,,,14,79,s. xiv,14,14,1301,1400,,,,,7/20/2012 14:13:21,1,0,"London, British Library, Harley 6503 (s. xiv).",Harley,6503,,Harley 6503,152,,
2034,Chron.mai.,,,84,H 187 infra,,"Milan, Biblioteca Ambrosiana, H 187 infra",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/24/2012 18:53:23,1,0,"Milan, Biblioteca Ambrosiana, H 187 infra (s. xii).",H,187,infra ,H 187 infra,152,,
2035,Chron.mai.,,,86,297,,"Monte Cassino, Archivio della badia, 297",,pp. 137 sqq,,,,,,,11,44,s. xi (in),11,11,1001,1025,,,,,7/20/2012 12:10:49,1,0,"Monte Cassino, Archivio della badia, 297 (s. xiin).",,297,,297,152,,
2036,Chron.mai.,,,86,320,,"Monte Cassino, Archivio della badia, 320",,,,,,,,,10,31,s. x,10,10,901,1000,,,,,7/20/2012 12:10:49,1,0,"Monte Cassino, Archivio della badia, 320 (s. x).",,320,,320,152,,
2037,Chron.mai.,,,67,Clm 5309,,"Munich, Bayerische Staatsbibliothek, Clm 5309",,,,,,,,,16,103,s. xvi,16,16,1501,1600,,,,,7/20/2012 14:09:14,1,0,"Munich, Bayerische Staatsbibliothek, Clm 5309 (s. xvi).",Clm,5309,,Clm 5309,152,,Chiemsee
2038,Chron.mai.,,,70,Canon. Pat. Lat. 96,,"Oxford, Bodleian Library, Canon. Pat. Lat. 96",,,folios,,,,,,15,91,s. xv,15,15,1401,1500,,,,,7/25/2012 12:14:48,1,0,"Oxford, Bodleian Library, Canon. Pat. Lat. 96 (s. xv).",Canon. Pat. Lat.,96,,Canon. Pat. Lat. 96,152,,
2039,Chron.mai.,,,70,Laud. Misc. 394,,"Oxford, Bodleian Library, Laud. Misc. 394",,fols. 1-30v,,,,,,,1112,54,s. xi-xii,11,12,1076,1125,,,,,7/20/2012 14:35:03,1,0,"Oxford, Bodleian Library, Laud. Misc. 394 (s. xi-xii).",Laud. Misc.,394,,Laud. Misc. 394,152,,
2040,Chron.mai.,,,70,Rawlinson B 194,,"Oxford, Bodleian Library, Rawlinson B 194",,,,,,,,,13,67,s. xiii,13,13,1201,1300,,,,,7/20/2012 14:35:03,1,0,"Oxford, Bodleian Library, Rawlinson B 194 (s. xiii).",Rawlinson B,194,,Rawlinson B 194,152,,
2042,Chron.mai.,,,81,lat. 4870,,"Paris, Bibliothèque nationale de France, lat. 4870",,,,,,,,,14,79,s. xiv,14,14,1301,1400,,,,,7/20/2012 14:13:26,1,0,"Paris, Bibliothèque nationale de France, lat. 4870 (s. xiv).",lat.,4870,,lat. 4870,152,,
2043,Chron.mai.,,,81,lat. 4885,,"Paris, Bibliothèque nationale de France, lat. 4885",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 14:13:26,1,0,"Paris, Bibliothèque nationale de France, lat. 4885 (s. xii).",lat.,4885,,lat. 4885,152,,
2044,Chron.mai.,,,81,lat. 6161,,"Paris, Bibliothèque nationale de France, lat. 6161",,,,,,,,,15,91,s. xv,15,15,1401,1500,,,,,7/20/2012 14:26:52,1,0,"Paris, Bibliothèque nationale de France, lat. 6161 (s. xv).",lat.,6161,,lat. 6161,152,,
2046,Chron.mai.,,,81,lat. 8948,,"Paris, Bibliothèque nationale de France, lat. 8948",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 14:33:17,1,0,"Paris, Bibliothèque nationale de France, lat. 8948 (s. xii).",lat.,8948,,lat. 8948,152,,
2048,Chron.mai.,,,81,lat. 15008,"This MS is to appear in Bischoff’s Kat., which suggests the date of s. x given by L-K is too late.","Paris, Bibliothèque nationale de France, lat. 15008",,,,,,,,,10,31,s. x,10,10,901,1000,,,,,7/20/2012 14:26:52,1,0,"Paris, Bibliothèque nationale de France, lat. 15008 (s. x).",lat.,15008,,lat. 15008,153,"Bischoff, Kat., [vol. 3].",St Victor
2050,Chron.mai.,,,184,105,,"Turin, Biblioteca Nazionale Universitaria, 105",,,,,,,,,89,18,s. viii-ix,8,9,776,825,,,,,7/20/2012 12:10:49,1,0,"Turin, Biblioteca Nazionale Universitaria, 105 (s. viii-ix).",,105,,105,153,,
2051,Chron.mai.,,,109,Pal. lat. 243,,"Vatican City, Vatican Library, Pal. lat. 243",,,,,,,,,9,30,s. ix-x,9,10,876,925,,,,,7/20/2012 14:35:03,1,0,"Vatican City, Vatican Library, Pal. lat. 243 (s. ix-x).",Pal. lat.,243,,Pal. lat. 243,153,,
2052,Chron.mai.,,,109,Pal. lat. 927,,"Vatican City, Vatican Library, Pal. lat. 927",,,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 14:35:03,1,0,"Vatican City, Vatican Library, Pal. lat. 927 (s. xii).",Pal. lat.,927,,Pal. lat. 927,153,,Verona
2053,Chron.mai.,,,109,Vat. lat. 3852,,"Vatican City, Vatican Library, Vat. lat. 3852",,,,,,,,,9,19,s. ix,9,9,801,900,,,,,7/20/2012 14:35:03,1,0,"Vatican City, Vatican Library, Vat. lat. 3852 (s. ix).",Vat. lat.,3852,,Vat. lat. 3852,153,"Bischoff, Kat., [vol. 3].",
2055,Tract.comput.,,,25,138,,"Berlin, Staatsbibliothek Preußischer Kulturbesitz, 138",parchment,,,,,,,,10,31,s. x,10,10,901,1000,,,,,7/20/2012 12:10:49,1,,"Berlin, Staatsbibliothek Preußischer Kulturbesitz, 138 (s. x).",,138,,138,155,,
2062,Tract.comput.,,,81,Nouv. acq. 1613,,"Paris, Bibliothèque nationale de France, Nouv. acq. 1613",,fols. 5-6,,,,,,,9,19,s. ix,9,9,801,900,,,,,7/20/2012 14:35:03,1,,"Paris, Bibliothèque nationale de France, Nouv. acq. 1613 (s. ix).",Nouv. acq.,1613,,Nouv. acq. 1613,155,,
2077,Psalt.abbrev.,,,70,Canon. Pat. Lat. 88,,"Oxford, Bodleian Library, Canon. Pat. Lat. 88",,,,,,,,,11,43,s. xi,11,11,1001,1100,,,,,7/25/2012 12:14:45,1,0,"Oxford, Bodleian Library, Canon. Pat. Lat. 88 (s. xi).",Canon. Pat. Lat.,88,,Canon. Pat. Lat. 88,159,,
2078,Psalt.abbrev.,,,81,lat. 12273,,"Paris, Bibliothèque nationale de France, lat. 12273",,,,,,,,,10,31,s. x,10,10,901,1000,,,,,7/20/2012 14:26:52,1,0,"Paris, Bibliothèque nationale de France, lat. 12273 (s. x).",lat.,12273,,lat. 12273,159,"Bischoff, Kat., [vol. 3].",Corbie
2079,Psalt.abbrev.,,,109,Pal. lat. 39,,"Vatican City, Vatican Library, Pal. lat. 39",,,,,,,,,11,43,s. xi,11,11,1001,1100,,,,,7/20/2012 14:35:03,1,0,"Vatican City, Vatican Library, Pal. lat. 39 (s. xi).",Pal. lat.,39,,Pal. lat. 39,159,,
2081,Psalt.abbrev.,,,81,lat. 2843,,"Paris, Bibliothèque nationale de France, lat. 2843",,,,,,,,,10,31,s. x,10,10,901,1000,,,,,7/20/2012 14:26:52,1,0,"Paris, Bibliothèque nationale de France, lat. 2843 (s. x).",lat.,2843,,lat. 2843,159,,Limoges
2082,Psalt.abbrev.,,,90,74,,"Rein, Stiftsbibliothek, 74",,fols. 140v-171,,,,,,,12,55,s. xii,12,12,1101,1200,,,,,7/20/2012 12:10:49,1,0,"Rein, Stiftsbibliothek, 74 (s. xii).",,74,,74,159,,
2083,Comm.Ez.Neh.,,,81,lat. 2838,,"Paris, Bibliothèque nationale de France, lat. 2838",,fols. 1-90,,,,,,,11,,,,,,,,,,,7/20/2012 14:13:26,,,"Paris, Bibliothèque nationale de France, lat. 2838 ().",lat.,2838,,lat. 2838,,,
2089,Hist.eccl.,,,96,3,,"Oxford, Pembroke College, 3",,,,,,,,,12,,,,,,,,,,,7/20/2012 12:10:49,,0,"Oxford, Pembroke College, 3 ().",,3,,3,,,
2090,Hist.eccl.,,,65,sine numero,,"London, College of Arms, sine numero",,,,,,,,,,,,,,,,,,,,7/20/2012 14:13:21,,0,"London, College of Arms, sine numero ().",sine,,numero,sine numero,,,
2092,Hist.eccl.,,,70,Holkham misc. 7,,"Oxford, Bodleian Library, Holkham misc. 7",,,,,,,,,,,,,,,,,,,,7/20/2012 14:35:03,,0,"Oxford, Bodleian Library, Holkham misc. 7 ().",Holkham misc.,7,,Holkham misc. 7,,,
2093,Hist.eccl.,,,108,59,,"Valencia, Archivo Biblioteca Catedralicio, 59",,,,,,,,,,,,,,,,,,,,7/20/2012 12:10:49,,0,"Valencia, Archivo Biblioteca Catedralicio, 59 ().",,59,,59,,,
2100,Hist.eccl.,,,123,43,,"Augsburg, Bischöfliche Ordinäriatsbibliothek, 43",,,,,,,,,,,1100-1200,,,,,,,,,7/20/2012 12:10:49,,0,"Augsburg, Bischöfliche Ordinäriatsbibliothek, 43 ().",,43,,43,,,
2101,Hist.eccl.,,,112,39,,"Aschaffenburg, Hofbibliothek, 39",,,,,,,,,,,1472,,,,,,,,,7/20/2012 12:10:49,,0,"Aschaffenburg, Hofbibliothek, 39 ().",,39,,39,,,
2102,Hist.eccl.,,,43,"270, flyleaf",,"Cambridge, Corpus Christi College, 270, flyleaf",parchment,,folios,,,,,fragment,,,,,,,,,,,,7/20/2012 14:13:17,,0,"Cambridge, Corpus Christi College, 270, flyleaf ().",,270,flyleaf,"270, flyleaf",,,
2103,Hist.eccl.,,,114,111 E1 KL,,"Deventer, Stadsarchief en Athenaeumbibliotheek, 111 E1 KL",,,,,,,,,,,xv,,,,,,,,,7/20/2012 14:35:03,,0,"Deventer, Stadsarchief en Athenaeumbibliotheek, 111 E1 KL ().",,111,E1 KL,111 E1 KL,,,
2104,Hist.eccl.,,,121,Conv. Soppr. A.1.450,,"Florence, Biblioteca Nazionale Centrale, Conv. Soppr. A.1.450",,,,,,,,,,,,,,,,,,,,7/24/2012 14:23:36,,0,"Florence, Biblioteca Nazionale Centrale, Conv. Soppr. A.1.450 ().",,.145,,Conv. Soppr. A.1.450,,,
2105,Hist.eccl.,,,10,Cotton Vitellius E. i (with E. vii),Two fragments from the same manuscript.,"London, British Library, Cotton Vitellius E. i (with E. vii)",,,,,,,,,,,,,,,,,,,,7/24/2012 18:03:57,,0,"London, British Library, Cotton Vitellius E. i (with E. vii) ().",Cotton Vitellius E.,0,(with E. vii),Cotton Vitellius E. i (with E. vii),,,
2106,Hist.eccl.,,,10,Egerton 3278,,"London, British Library, Egerton 3278",,,,,,,,,,,,,,,,,,,,7/20/2012 14:13:21,,0,"London, British Library, Egerton 3278 ().",Egerton,3278,,Egerton 3278,,,
2107,Hist.eccl.,,,116,Hs. I 181,Palimpsest under a Rethorica of s. xiv.,"Mainz, Stadtbibliothek, Hs. I 181",,pp. 290-342,,,,,,,,23,s. ix2/4,9,9,826,850,,,,,7/20/2012 14:35:03,,0,"Mainz, Stadtbibliothek, Hs. I 181 (s. ix2/4).",Hs. I,181,,Hs. I 181,,,
2108,Hist.eccl.,,,116,Hs. frag. 1,Fragment of HE iv.29-30,"Mainz, Stadtbibliothek, Hs. frag. 1",,,,,,,,,,23,s. ix2/4,9,9,826,850,,,,,7/20/2012 14:35:03,,0,"Mainz, Stadtbibliothek, Hs. frag. 1 (s. ix2/4).",Hs. frag.,1,,Hs. frag. 1,,"Bischoff, Kat., no. 2674.",
2109,Hist.eccl.,,,28,47,,"Bloomington, IN, Lilly Library, 47",,,,,,,,,,,833-866,,,,,,,,,7/20/2012 12:10:49,,0,"Bloomington, IN, Lilly Library, 47 ().",,47,,47,,"Bischoff, Kat., no. 644.",
2110,Hist.eccl.,exc.,,119,K01:B216,"A fragment (together with Bloomington Lilly Lib., Ricketts 177) of an excerpt from HE V.13.","Düsseldorf, Universitäts- und Landesbibliothek, K01:B216 K01:B216",,,,,,,,detached fragment,,21,s. ix1/3,9,9,801,833,,,,,7/20/2012 14:13:19,,0,"Düsseldorf, Universitäts- und Landesbibliothek, K01:B216 K01:B216 (s. ix1/3).",K01:B216,,K01:B216,K01:B216 K01:B216,,,
2112,Hist.eccl.,,False,60,4° Ms. Theol. 162,,"Kassel, Landes- und Murhardsche Bibliothek, 4° Ms. Theol. 162",,,,,,,,,,,,,,,,,,,JW,7/21/2012 10:10:24,,0,"Kassel, Landes- und Murhardsche Bibliothek, 4° Ms. Theol. 162 ().",4° Ms. Theol.,162,,4° Ms. Theol. 162,,"Bischoff, Kat., no. 1827.",
2113,Hist.eccl.,,,10,Cotton Vitellius E. vii,,"London, British Library, Cotton Vitellius E. 0",,,,,,,,,,,,,,,,,,,,7/25/2012 14:09:07,,,"London, British Library, Cotton Vitellius E. 0 ().",Cotton Vitellius E.,0,,Cotton Vitellius E. 0,,,
2114,Hist.eccl.,,,117,"Fragmentensammlung, Kaps. 1,3",,"Münster, Universitäts- und Landesbibliothek, Fragmentensammlung, Kaps. 13",,,,,,,,,,15,s. viii2,8,8,751,800,UK (England),"England, prov. Werden?",,,7/25/2012 14:09:07,,0,"Münster, Universitäts- und Landesbibliothek, Fragmentensammlung, Kaps. 13 (s. viii2, England, prov. Werden?).","Fragmentensammlung, Kaps.",13,,"Fragmentensammlung, Kaps. 13",,,"UK (England); England, prov. Werden?"
2115,Hist.eccl.,,False,118,Cent. III 59,,"Nuremberg, Stadtbibliothek, Cent. III 59",,,,,,,,,,,1400-1500,,,,,,,,,7/20/2012 14:35:03,,0,"Nuremberg, Stadtbibliothek, Cent. III 59 ().",Cent. III,59,,Cent. III 59,,,
2116,Hist.eccl.,,,113,102,,"Oslo and London, The Schøyen Collection, 102",parchment,1,,2,31-32 (orig. 33),,,fragment,,,875-925,,,,,Germany,,,,7/20/2012 12:10:49,,0,"Oslo and London, The Schøyen Collection, 102 ().",,102,,102,,"Quaritch Cat. 1088 (1988), no. 3.",Germany
2117,Hist.eccl.,,False,113,33,,"Oslo and London, The Schøyen Collection, 33",parchment,,,,,,,,,90,s. xiv-xv,14,15,1325,1430,UK (England),England,,,7/20/2012 12:10:49,,0,"Oslo and London, The Schøyen Collection, 33 (s. xiv-xv, England).",,33,,33,,,UK (England); England
2118,Hist.eccl.,,False,120,"H 215,1",,"Trier, Bibliothek des Priesterseminars, H 215,1",,,,,,,,,,,800-850,,,,,,,,,7/20/2012 14:13:28,,0,"Trier, Bibliothek des Priesterseminars, H 215,1 ().",H,,"215,1","H 215,1",,"Bischoff, Kat., [vol. 3].",
2120,HIst.eccl.,,False,62,Haenel 3518,,"Leipzig, Universitätsbibliothek, Haenel 3518",parchment,,,,,,,,,,1200-1300,,,,,,,,,7/20/2012 14:13:20,,0,"Leipzig, Universitätsbibliothek, Haenel 3518 ().",Haenel,3518,,Haenel 3518,,,
2121,Hist.eccl.,,,115,lat. 140,,"Durham, NC, Duke University Library, lat. 140",parchment,,,,,,,detached fragment,,,800-825,,,,,,,,,7/20/2012 14:13:19,,0,"Durham, NC, Duke University Library, lat. 140 ().",lat.,140,,lat. 140,,,
2122,Hist.eccl.,,,125,frag. 1,,"Munich, Georgianum (Sammlung K. Ziegler), frag. 1",,,,,,,,,,,800-850,,,,,,,,,7/20/2012 14:09:14,,0,"Munich, Georgianum (Sammlung K. Ziegler), frag. 1 ().",frag.,1,,frag. 1,,,
2123,Hist.eccl.,,True,70,Laud misc. 610,"Old Irish translation of parts of books I-II, made s. ix-x.","Oxford, Bodleian Library, Laud misc. 610",,,,,,,,,,,1400-1500,,,,,,,,,7/20/2012 14:35:03,,0,"Oxford, Bodleian Library, Laud misc. 610 ().",Laud misc.,610,,Laud misc. 610,,,
